Entrada/Saída;Data;Movimentação;Produto;Instituição;Quantidade;Preço unitário;Valor da Operação
Credito;08/03/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;48; R$0,02 ; R$0,81 
Credito;08/03/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,15 ; R$12,65 
Credito;05/03/2021;Transferência - Liquidação;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;15; R$28,57 ; R$428,55 
Credito;05/03/2021;Transferência - Liquidação;PSSA3 - PORTO SEGURO S/A;CLEAR CORRETORA - GRUPO XP;14; R$42,80 ; R$599,20 
Credito;05/03/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;100; R$3,93 ; R$393,00 
Credito;05/03/2021;Transferência - Liquidação;TRPL4 - CTEEP - CIA TRANSMISSÃO ENERGIA ELÉTRICA PAULISTA;CLEAR CORRETORA - GRUPO XP;15; R$23,51 ; R$352,65 
Credito;03/03/2021;Juros Sobre Capital Próprio;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;30; R$0,43 ; R$11,08 
Credito;03/03/2021;Rendimento;BBAS3 - BANCO DO BRASIL S/A;CLEAR CORRETORA - GRUPO XP;30; - ; R$0,03 
Debito;03/03/2021;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;66; R$6,16 ; R$406,56 
Credito;03/03/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;100; R$3,93 ; R$393,00 
Debito;02/03/2021;Transferência;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;02/03/2021;Transferência;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;02/03/2021;Transferência - Liquidação;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;3; R$11,93 ; R$35,79 
Credito;01/03/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;48; R$0,02 ; R$0,70 
Credito;25/02/2021;Dividendo;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;5; R$0,47 ; R$2,37 
Credito;25/02/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;CLEAR CORRETORA - GRUPO XP;10; R$0,35 ; R$3,50 
Credito;25/02/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;27; R$0,35 ; R$9,45 
Credito;23/02/2021;Recibo de Subscrição;RECR14 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Debito;23/02/2021;Recibo de Subscrição;RECR14 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;22/02/2021;Transferência - Liquidação;KISU11 - KILIMA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS IMOBILIÁRIOS;NU INVEST CORRETORA DE VALORES S.A.;3; R$113,89 ; R$341,67 
Credito;22/02/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;2; R$10,71 ; R$21,42 
Debito;22/02/2021;Direitos de Subscrição - Excercído;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;3; - ; - 
Credito;22/02/2021;Transferência - Liquidação;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;40; R$12,65 ; R$506,20 
Debito;22/02/2021;Transferência;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;40; - ; - 
Credito;22/02/2021;Transferência;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;40; - ; - 
Credito;19/02/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;0,4; R$10.726,40 ; R$4.290,56 
Credito;18/02/2021;Compra;Tesouro Selic 2024;NU INVEST CORRETORA DE VALORES S.A.;1; R$10.726,14 ; R$10.726,14 
Credito;12/02/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;35; R$0,56 ; R$19,60 
Credito;12/02/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;27; R$1,42 ; R$38,34 
Credito;12/02/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;32; R$0,45 ; R$14,40 
Credito;12/02/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,58 ; R$23,20 
Credito;11/02/2021;Transferência;EURP11 - TREND ETF MSCI EUROPA FDO. INV. ÍNDICE - INV. EXT.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;11/02/2021;Transferência - Liquidação;EURP11 - TREND ETF MSCI EUROPA FDO. INV. ÍNDICE - INV. EXT.;NU INVEST CORRETORA DE VALORES S.A.;5; R$10,28 ; R$51,40 
Debito;11/02/2021;Transferência;EURP11 - TREND ETF MSCI EUROPA FDO. INV. ÍNDICE - INV. EXT.;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;11/02/2021;Transferência - Liquidação;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;NU INVEST CORRETORA DE VALORES S.A.;1; R$228,26 ; R$228,26 
Credito;11/02/2021;Transferência;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Debito;11/02/2021;Transferência;IVVB11 - ISHARE S&P 500 FIC EM FUNDO DE INDICE IE;NU INVEST CORRETORA DE VALORES S.A.;1; - ; - 
Credito;11/02/2021;Transferência - Liquidação;MXRF11 - MAXI RENDA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$10,70 ; R$10,70 
Credito;11/02/2021;Transferência - Liquidação;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;5; R$12,22 ; R$61,10 
Credito;11/02/2021;Transferência;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Debito;11/02/2021;Transferência;XINA11 - TREND ETF MSCI CHINA FUNDO DE INVESTIMENTO DE ÍNDICE;NU INVEST CORRETORA DE VALORES S.A.;5; - ; - 
Credito;08/02/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,20 ; R$13,20 
Credito;08/02/2021;Transferência - Liquidação;VISC11 - VINCI SHOPPING CENTERS FI IMOBILIÁRIO - FII;NU INVEST CORRETORA DE VALORES S.A.;1; R$115,08 ; R$115,08 
Debito;04/02/2021;Direitos de Subscrição - Não Exercido;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;04/02/2021;Recibo de Subscrição;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;04/02/2021;Recibo de Subscrição;RECR13 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;03/02/2021;Transferência;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Credito;03/02/2021;Transferência;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;0; - ; - 
Debito;03/02/2021;Solicitação de Subscrição;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;03/02/2021;Direitos de Subscrição - Excercído;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Credito;02/02/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;2; R$10,84 ; R$21,68 
Credito;01/02/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;48; R$0,02 ; R$0,70 
Credito;29/01/2021;Dividendo;EGIE3 - ENGIE BRASIL ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;25; R$0,68 ; R$16,98 
Credito;28/01/2021;Dividendo;ABEV3 - AMBEV S/A;CLEAR CORRETORA - GRUPO XP;75; R$0,08 ; R$5,75 
Credito;22/01/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;100; R$12,19 ; R$1.219,00 
Credito;22/01/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;CLEAR CORRETORA - GRUPO XP;10; R$0,68 ; R$6,78 
Credito;22/01/2021;Rendimento;XPML11 - XP MALLS FDO INV IMOB FII;NU INVEST CORRETORA DE VALORES S.A.;27; R$0,68 ; R$18,31 
Debito;21/01/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;100; R$12,51 ; R$1.251,00 
Credito;20/01/2021;Direito de Subscrição;RECR12 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;9; - ; - 
Debito;19/01/2021;Venda;Tesouro IPCA+ 2035;NU INVEST CORRETORA DE VALORES S.A.;0,02; R$2.045,71 ; R$40,91 
Credito;19/01/2021;Transferência - Liquidação;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;2; R$62,16 ; R$124,32 
Debito;18/01/2021;VENCIMENTO;CDB - CDB1193A1V4 - BANCO ARBI S/A;EASYNVEST - TITULO CV S/A;1; - ; - 
Credito;15/01/2021;Rendimento;BCFF11 - FDO INV IMOB - FII BTG PACTUAL FUNDO DE FUNDOS;NU INVEST CORRETORA DE VALORES S.A.;35; R$0,53 ; R$18,55 
Credito;15/01/2021;Rendimento;RECR11 - FDO INV IMOB - FII UBS (BR) RECEB IMOB;NU INVEST CORRETORA DE VALORES S.A.;27; R$1,67 ; R$45,06 
Credito;15/01/2021;Compra;Tesouro IPCA+ 2035;NU INVEST CORRETORA DE VALORES S.A.;0,02; R$2.101,53 ; R$42,03 
Credito;15/01/2021;Rendimento;VINO11 - VINCI OFFICES FUNDO DE INVESTIMENTO IMOBILIARIO;NU INVEST CORRETORA DE VALORES S.A.;30; R$0,42 ; R$12,60 
Credito;15/01/2021;Rendimento;XPLG11 - XP LOG FUNDO DE INVESTIMENTO IMOBILIARIO FII;NU INVEST CORRETORA DE VALORES S.A.;40; R$0,60 ; R$24,00 
Debito;13/01/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;200; R$4,67 ; R$934,00 
Debito;13/01/2021;Transferência - Liquidação;TAEE3 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;134; R$10,94 ; R$1.466,30 
Credito;13/01/2021;Transferência - Liquidação;TAEE4 - TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;CLEAR CORRETORA - GRUPO XP;100; R$10,95 ; R$1.095,00 
Credito;11/01/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;200; R$4,77 ; R$954,00 
Credito;11/01/2021;Rendimento;TGAR11 - FUNDO DE INVESTIMENTO IMOBILIARIO TG ATIVO REAL;NU INVEST CORRETORA DE VALORES S.A.;11; R$1,36 ; R$14,96 
Credito;07/01/2021;Transferência - Liquidação;AERI3 - AERIS INDUSTRIA E COMERCIO DE EQUIPAMENTOS PARA GERACAO DE ENERGIA S.A.;CLEAR CORRETORA - GRUPO XP;100; R$10,52 ; R$1.052,00 
Credito;07/01/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;48; R$0,38 ; R$15,41 
Credito;07/01/2021;Transferência - Liquidação;BBSE3 - BB SEGURIDADE PARTICIPACOES S.A.;CLEAR CORRETORA - GRUPO XP;5; R$28,63 ; R$143,15 
Credito;07/01/2021;Transferência - Liquidação;KLBN4 - KLABIN S/A;CLEAR CORRETORA - GRUPO XP;3; R$5,08 ; R$15,24 
Debito;07/01/2021;Transferência - Liquidação;SAPR4 - CIA DE SANEAMENTO DO PARANA - SANEPAR;CLEAR CORRETORA - GRUPO XP;243; R$4,86 ; R$1.181,41 
Credito;04/01/2021;Juros Sobre Capital Próprio;BBDC3 - BANCO BRADESCO S/A;CLEAR CORRETORA - GRUPO XP;41; R$0,02 ; R$0,60 
Credito;04/01/2021;Dividendo;ITSA4 - ITAUSA S/A;CLEAR CORRETORA - GRUPO XP;73; R$0,02 ; R$1,46 
